order_item_id,order_id,product_id,quantity,unit_price,discount
17013,5690,850,3,92228.0,19.2
17014,5690,787,2,8856.84,5.13
17015,5691,248,2,35224.84,16.36
17016,5691,872,4,1821.05,21.4
17017,5691,573,4,749.73,2.18
17018,5691,155,4,17655.3,18.44
17019,5692,21,3,25401.6,3.53
17020,5693,669,2,69237.54,18.14
17021,5693,542,3,54207.88,1.39
17022,5693,430,3,146375.15,4.11
17023,5694,328,4,51240.66,21.61
17024,5694,984,2,64890.23,5.28
17025,5694,505,2,1235.18,17.74
17026,5694,755,1,52854.34,10.72
17027,5695,371,2,66780.02,18.06
17028,5696,903,2,142103.2,13.17
17029,5696,164,4,116564.32,4.32
17030,5696,757,4,86469.34,15.43
17031,5697,672,3,54499.0,13.34
17032,5697,71,4,5358.26,8.74
17033,5697,594,1,38489.05,0.92
17034,5698,366,2,80151.31,9.68
17035,5698,297,3,147756.36,6.59
17036,5699,334,4,10836.43,5.71
17037,5699,935,4,27227.84,16.39
17038,5699,479,1,69247.43,23.52
17039,5699,571,4,143621.68,23.66
17040,5699,519,4,62156.69,23.04
17041,5700,293,1,41500.02,5.41
17042,5700,328,2,51240.66,21.02
17043,5700,343,3,149796.41,13.14
17044,5701,526,1,5617.59,24.42
17045,5701,757,1,86469.34,4.85
17046,5701,167,2,21349.5,13.0
17047,5701,585,3,71781.85,20.8
17048,5701,287,2,57744.48,23.24
17049,5702,549,1,15229.56,23.36
17050,5702,865,3,149656.64,10.64
17051,5702,679,4,28708.98,20.99
17052,5702,269,2,62992.5,22.16
17053,5702,447,1,29489.62,15.07
17054,5703,831,2,72146.71,21.28
17055,5704,948,1,89860.16,22.11
17056,5704,488,3,108234.61,6.51
17057,5704,334,2,10836.43,0.85
17058,5705,817,2,5739.45,15.94
17059,5706,129,2,82332.53,15.16
17060,5706,749,1,63985.77,24.14
17061,5706,800,3,109655.49,21.1
17062,5706,962,4,75479.84,5.74
17063,5707,339,3,90044.23,10.27
17064,5707,251,4,121109.91,21.49
17065,5707,277,2,99788.14,12.22
17066,5707,923,4,10494.78,6.79
17067,5707,555,1,137930.77,10.91
17068,5708,768,3,136137.48,7.23
17069,5709,519,2,62156.69,10.13
17070,5709,820,2,20038.19,24.17
17071,5709,738,2,86722.52,4.29
17072,5709,672,4,54499.0,19.24
17073,5709,157,1,92740.94,12.87
17074,5710,141,2,125327.06,19.37
17075,5710,21,4,25401.6,14.86
17076,5710,737,2,135769.11,24.81
17077,5710,10,3,40467.87,9.44
17078,5711,677,3,85262.67,4.94
17079,5711,39,4,16351.17,4.01
17080,5711,70,3,31489.09,21.3
17081,5711,44,1,40083.44,19.01
17082,5712,607,2,143665.86,10.06
17083,5712,222,2,74577.27,23.65
17084,5712,36,1,13175.72,12.69
17085,5712,253,1,4238.15,19.17
17086,5713,503,3,36283.46,11.71
17087,5713,451,4,825.19,8.42
17088,5713,374,1,127955.45,4.69
17089,5713,307,4,6855.49,11.1
17090,5713,10,2,40467.87,5.04
17091,5714,500,1,133147.4,3.95
17092,5714,995,4,44903.75,5.49
17093,5714,342,1,27085.45,7.49
17094,5714,758,2,117678.73,18.01
17095,5715,566,4,15253.99,24.26
17096,5715,754,3,30009.38,1.1
17097,5715,196,4,143501.38,10.24
17098,5715,361,4,64398.84,2.13
17099,5716,618,1,120232.62,4.13
17100,5716,486,2,50339.83,0.42
17101,5716,416,4,36366.26,24.5
17102,5716,698,1,55658.3,15.17
17103,5716,322,4,118155.35,19.17
17104,5717,236,3,123135.95,2.6
17105,5717,684,4,40203.29,19.77
17106,5717,452,3,141535.72,4.67
17107,5717,25,1,16199.73,2.04
17108,5717,842,4,144444.04,3.86
17109,5718,437,4,2736.73,19.32
17110,5718,36,4,13175.72,8.09
17111,5718,903,1,142103.2,6.67
17112,5718,200,3,42971.03,11.19
17113,5718,790,3,129714.64,10.44
17114,5719,310,3,112646.33,15.99
17115,5719,229,3,8919.86,1.72
17116,5720,23,2,51695.76,13.31
17117,5720,223,4,50264.28,3.76
17118,5721,959,3,103945.7,22.05
17119,5721,699,1,137445.8,1.83
17120,5721,13,3,44336.33,13.37
17121,5722,141,2,125327.06,13.35
17122,5723,462,3,55282.45,16.54
17123,5724,382,1,46671.51,8.71
17124,5725,647,4,41766.63,3.96
17125,5725,505,1,1235.18,2.77
17126,5725,277,4,99788.14,22.95
17127,5725,526,4,5617.59,18.5
17128,5725,9,3,116823.35,23.11
17129,5726,858,4,41585.46,12.22
17130,5726,824,3,30691.39,2.47
17131,5726,578,4,143988.7,23.99
17132,5727,685,3,80210.0,18.29
17133,5727,898,3,97100.98,11.91
17134,5727,527,1,52963.71,10.19
17135,5728,602,1,1141.1,8.54
17136,5728,608,3,50312.22,14.46
17137,5729,460,4,81385.58,23.14
17138,5729,712,3,118043.15,10.91
17139,5729,376,4,8304.64,15.27
17140,5730,428,1,88981.22,7.71
17141,5730,908,1,2731.38,22.24
17142,5731,383,2,75668.36,16.48
17143,5731,752,4,79504.26,21.68
17144,5731,825,1,49523.71,0.13
17145,5731,104,2,143516.64,9.49
17146,5731,531,2,50808.05,2.78
17147,5732,836,1,63142.5,15.57
17148,5732,602,4,1141.1,1.28
17149,5732,819,1,134011.5,2.33
17150,5733,989,4,105744.56,16.11
17151,5733,140,1,48313.9,20.47
17152,5733,530,3,65846.2,24.17
17153,5733,538,1,57578.97,18.66
17154,5734,191,1,51555.83,7.5
17155,5735,766,3,63657.06,17.22
17156,5735,727,4,137986.96,2.81
17157,5735,126,4,20999.82,15.29
17158,5735,101,3,96919.42,20.07
17159,5735,639,2,20549.96,4.63
17160,5736,180,1,46249.69,1.89
17161,5737,798,4,99696.34,6.93
17162,5737,269,4,62992.5,13.65
17163,5737,649,2,74854.65,2.08
17164,5737,455,1,145874.88,14.99
17165,5738,875,2,123497.19,16.48
17166,5739,888,4,5312.78,5.56
17167,5740,415,1,96375.51,9.72
17168,5740,579,2,136422.59,5.32
17169,5740,654,3,102422.64,1.85
17170,5740,914,2,128428.65,8.18
17171,5741,215,4,50021.25,4.82
17172,5741,901,1,126268.42,1.3
17173,5741,260,2,146408.89,2.97
17174,5742,248,4,35224.84,5.96
17175,5742,245,3,15577.7,13.04
17176,5743,534,2,67336.36,24.73
17177,5743,282,1,73279.77,13.36
17178,5743,457,1,137446.14,3.19
17179,5743,495,1,9786.39,11.26
17180,5744,706,2,144352.59,18.31
17181,5744,703,4,142064.32,23.41
17182,5744,821,1,69219.22,2.93
17183,5744,41,3,71535.59,0.08
17184,5744,546,3,135376.31,2.35
17185,5745,596,2,27810.41,10.92
17186,5745,124,2,114033.92,22.09
17187,5745,47,2,57624.98,1.86
17188,5745,886,3,7494.27,6.66
17189,5746,17,3,140200.09,22.81
17190,5746,754,2,30009.38,2.35
17191,5747,929,3,96436.31,6.85
17192,5747,51,2,19727.45,11.3
17193,5747,38,2,16396.14,3.72
17194,5747,699,2,137445.8,9.0
17195,5747,230,4,64006.86,11.37
17196,5748,806,3,86561.93,13.01
17197,5749,140,1,48313.9,5.83
17198,5749,660,4,70610.57,9.43
17199,5749,423,2,15966.72,8.95
17200,5749,419,2,148229.35,17.26
17201,5749,948,3,89860.16,4.82
17202,5750,272,1,13998.11,4.94
17203,5750,711,3,114134.55,21.58
17204,5750,534,3,67336.36,0.06
17205,5751,110,4,82733.64,9.21
17206,5751,298,4,148592.1,19.81
17207,5751,387,2,97935.39,13.54
17208,5752,946,2,68325.87,8.21
17209,5752,485,3,24659.0,16.84
17210,5752,153,1,61693.69,5.21
17211,5752,370,2,29623.81,8.25
17212,5752,687,2,96028.66,15.75
17213,5753,739,2,61188.62,18.17
17214,5753,804,1,11081.53,5.33
17215,5753,15,3,118493.4,7.83
17216,5753,822,4,97417.63,19.93
17217,5753,440,4,107315.43,2.49
17218,5754,811,2,100099.53,16.89
17219,5754,842,1,144444.04,2.75
17220,5754,702,1,108345.33,14.08
17221,5754,795,3,22530.02,14.7
17222,5754,125,4,32371.31,4.88
17223,5755,789,4,36563.8,4.96
17224,5755,775,1,106001.22,8.79
17225,5755,490,1,56115.41,5.1
17226,5755,213,4,76401.95,15.67
17227,5755,771,3,124515.81,23.05
17228,5756,913,3,54970.46,21.38
17229,5756,508,3,91679.64,6.6
17230,5756,619,3,107140.03,16.44
17231,5756,26,3,55060.89,4.52
17232,5756,857,2,113021.33,19.55
17233,5757,833,4,59527.79,2.06
17234,5757,640,3,38018.71,14.16
17235,5757,836,4,63142.5,24.43
17236,5758,503,3,36283.46,1.75
17237,5758,704,1,65656.94,21.56
17238,5758,840,2,70697.89,4.66
17239,5758,350,3,117442.77,15.01
17240,5759,519,4,62156.69,3.3
17241,5759,346,1,118439.93,18.71
17242,5759,853,3,145864.48,20.53
17243,5759,240,1,97093.63,22.85
17244,5759,689,4,39771.36,6.54
17245,5760,2,3,47942.6,5.53
17246,5760,304,1,149787.27,22.88
17247,5760,102,3,103216.18,24.85
17248,5760,122,4,66189.21,16.35
17249,5760,69,1,119957.02,19.28
17250,5761,402,2,58175.97,19.22
17251,5762,726,1,74503.66,5.06
17252,5762,221,1,67188.93,4.57
17253,5763,852,1,62267.94,0.05
17254,5763,619,1,107140.03,5.26
17255,5763,257,1,14533.18,14.92
17256,5764,358,3,1670.67,4.67
17257,5764,836,2,63142.5,23.69
17258,5765,166,1,118538.6,5.69
17259,5765,458,4,106431.13,12.61
17260,5766,507,3,13992.58,13.11
17261,5767,417,2,80633.64,6.76
17262,5767,143,2,3719.23,8.28
17263,5767,927,2,137468.89,2.56
17264,5768,7,1,85508.26,12.78
17265,5769,259,2,135154.62,11.51
17266,5769,910,4,3588.39,22.99
17267,5770,487,4,8293.17,1.65
17268,5770,375,4,11698.11,1.9
17269,5770,764,2,103771.13,16.86
17270,5771,737,1,135769.11,13.13
17271,5771,777,1,138479.52,4.66
17272,5771,754,2,30009.38,18.82
17273,5772,250,3,87554.73,18.46
17274,5772,996,2,79766.49,22.15
17275,5773,130,4,40017.14,11.59
17276,5773,816,2,79937.45,20.92
17277,5774,343,4,149796.41,17.63
17278,5774,119,4,91798.56,21.47
17279,5774,150,4,14211.51,8.84
17280,5775,985,4,93638.31,6.43
17281,5775,740,4,16987.83,14.34
17282,5775,837,3,64166.57,5.4
17283,5775,189,4,62027.47,14.34
17284,5775,952,2,135825.81,22.31
17285,5776,260,3,146408.89,14.53
17286,5776,463,3,64655.51,13.2
17287,5777,681,1,13542.41,15.08
17288,5778,797,3,99266.44,12.3
17289,5778,293,3,41500.02,0.78
17290,5778,463,1,64655.51,23.31
17291,5779,1000,4,66503.95,1.44
17292,5779,291,3,15600.79,13.11
17293,5779,487,3,8293.17,13.74
17294,5779,222,1,74577.27,4.27
17295,5779,575,3,9942.1,1.33
17296,5780,69,3,119957.02,6.94
17297,5780,922,4,7286.01,3.74
17298,5780,639,2,20549.96,15.29
17299,5780,642,3,138705.85,14.01
17300,5780,282,2,73279.77,16.06
17301,5781,80,2,126940.7,14.06
17302,5782,799,1,98630.59,5.58
17303,5782,677,4,85262.67,19.45
17304,5782,848,3,69562.08,4.96
17305,5783,63,1,26912.93,4.25
17306,5783,514,3,89169.17,0.86
17307,5783,152,4,17599.27,16.27
17308,5784,282,3,73279.77,20.45
17309,5784,738,1,86722.52,24.86
17310,5784,352,2,63945.17,18.44
17311,5784,443,1,134691.84,20.5
17312,5784,290,4,66758.78,16.68
17313,5785,6,2,57326.6,12.5
17314,5785,170,3,2862.1,13.29
17315,5785,293,3,41500.02,10.43
17316,5785,486,4,50339.83,11.04
17317,5786,994,3,81652.95,7.08
17318,5786,461,3,115932.16,6.65
17319,5786,193,4,33508.99,19.86
17320,5786,184,2,63542.23,19.89
17321,5786,152,1,17599.27,22.43
17322,5787,816,1,79937.45,4.75
17323,5787,192,1,124216.82,10.27
17324,5787,60,3,81340.01,22.87
17325,5787,219,2,2909.21,7.22
17326,5787,681,4,13542.41,3.14
17327,5788,689,2,39771.36,21.14
17328,5788,841,3,146265.21,15.64
17329,5789,981,3,35118.93,10.11
17330,5789,760,1,136458.83,8.19
17331,5789,767,1,145807.33,20.6
17332,5789,892,3,75813.87,7.98
17333,5790,429,2,35968.59,15.44
17334,5790,925,4,99389.03,9.17
17335,5790,340,4,7658.01,8.95
17336,5790,362,1,46799.25,20.63
17337,5791,405,1,127211.24,4.88
17338,5791,957,4,88788.06,4.93
17339,5791,202,2,125564.5,3.44
17340,5792,813,2,22705.77,18.97
17341,5792,529,4,133892.56,16.79
17342,5792,22,2,141925.89,2.44
17343,5792,7,1,85508.26,0.44
17344,5792,232,1,119326.98,19.01
17345,5793,29,1,116018.59,9.88
17346,5793,282,3,73279.77,23.99
17347,5793,202,2,125564.5,19.66
17348,5793,324,2,82023.48,12.06
17349,5793,807,1,88762.91,0.93
17350,5794,356,2,8412.6,18.92
17351,5794,697,2,61028.47,3.3
17352,5794,610,2,13432.71,1.51
17353,5794,44,3,40083.44,9.33
17354,5794,593,2,74136.57,18.25
17355,5795,74,4,78861.35,19.85
17356,5795,833,4,59527.79,9.65
17357,5795,280,1,17140.2,4.76
17358,5795,623,3,78481.42,2.74
17359,5796,160,2,138844.8,10.61
17360,5796,433,2,77707.04,22.23
17361,5797,413,2,71424.18,13.44
17362,5797,751,3,115455.14,13.19
17363,5797,458,4,106431.13,10.12
17364,5797,892,2,75813.87,2.85
17365,5798,553,4,102391.98,7.47
17366,5798,785,1,107688.03,14.55
17367,5798,498,2,127188.46,24.52
17368,5798,145,1,112466.96,2.44
17369,5799,811,2,100099.53,12.02
17370,5799,882,3,141673.96,23.71
17371,5800,133,1,65923.98,3.42
17372,5800,606,4,92555.07,15.09
17373,5800,712,2,118043.15,12.26
17374,5801,793,2,72989.35,18.24
17375,5801,620,2,28600.06,6.78
17376,5801,383,4,75668.36,15.06
17377,5801,410,3,42044.46,22.84
17378,5801,898,1,97100.98,1.91
17379,5802,565,1,5089.0,2.21
17380,5803,534,3,67336.36,16.88
17381,5803,899,1,133423.51,0.14
17382,5803,780,3,31710.08,8.45
17383,5803,520,1,129821.12,19.23
17384,5804,678,1,97189.32,15.13
17385,5804,104,1,143516.64,20.76
17386,5804,727,3,137986.96,4.1
17387,5804,9,2,116823.35,0.92
17388,5805,18,3,39331.04,20.35
17389,5805,369,3,72335.69,19.57
17390,5805,489,1,16053.8,15.57
17391,5805,314,1,60489.09,4.51
17392,5805,939,2,142089.0,4.63
17393,5806,334,1,10836.43,12.22
17394,5807,967,2,118267.02,18.13
17395,5807,603,4,76712.38,13.34
17396,5808,922,3,7286.01,6.39
17397,5809,575,3,9942.1,6.55
17398,5809,28,1,48859.14,20.1
17399,5809,871,2,128913.78,20.09
17400,5809,253,4,4238.15,16.56
17401,5809,393,3,67777.29,19.34
17402,5810,895,4,106700.12,9.42
17403,5810,462,4,55282.45,0.28
17404,5810,566,4,15253.99,18.64
17405,5811,96,1,49017.51,9.95
17406,5811,584,3,11331.06,16.82
17407,5812,300,3,93598.89,21.26
17408,5812,495,3,9786.39,20.77
17409,5812,156,1,19686.52,4.78
17410,5813,163,1,99152.48,22.41
17411,5814,124,4,114033.92,6.55
17412,5814,123,2,37199.46,11.21
17413,5815,781,1,147328.2,0.96
17414,5815,753,2,74308.26,0.53
17415,5815,960,2,146431.45,10.87
17416,5816,482,3,14756.83,1.01
17417,5816,30,2,33863.74,20.12
17418,5816,651,4,107762.49,2.01
17419,5816,650,2,104409.25,14.22
17420,5816,221,1,67188.93,2.04
17421,5817,70,2,31489.09,1.25
17422,5817,598,4,33059.62,14.11
17423,5817,152,4,17599.27,16.69
17424,5818,651,2,107762.49,5.14
17425,5818,693,3,79884.82,13.97
17426,5819,50,1,113737.39,21.5
17427,5819,893,1,117280.21,21.37
17428,5819,510,3,28133.69,1.98
17429,5819,103,2,138891.51,3.69
17430,5819,765,2,117344.25,16.96
17431,5820,729,3,14129.0,11.49
17432,5820,487,3,8293.17,12.05
17433,5821,533,4,146858.34,13.16
17434,5821,560,2,129031.76,13.61
17435,5822,696,2,106048.95,3.72
17436,5822,546,3,135376.31,22.28
17437,5822,530,4,65846.2,11.74
17438,5822,559,4,130826.86,12.51
17439,5822,965,3,114963.5,6.15
17440,5823,48,2,104503.01,12.72
17441,5823,168,1,86591.5,19.25
17442,5823,577,2,132110.87,12.04
17443,5823,290,3,66758.78,9.66
17444,5823,946,1,68325.87,12.59
17445,5824,31,4,18260.67,1.39
17446,5824,733,1,7576.83,0.05
17447,5824,399,2,120239.06,0.52
17448,5824,949,2,104258.41,2.45
17449,5825,550,3,69566.15,24.26
17450,5825,329,1,120595.82,22.29
17451,5825,739,4,61188.62,6.22
17452,5825,576,4,143325.14,20.46
17453,5826,954,2,24783.4,13.48
17454,5826,437,2,2736.73,16.49
17455,5826,830,2,84587.14,11.91
17456,5827,168,1,86591.5,24.44
17457,5827,747,2,10137.17,10.16
17458,5827,695,1,121394.85,5.72
17459,5827,584,2,11331.06,19.62
17460,5828,936,1,120458.87,19.52
17461,5829,520,2,129821.12,6.2
17462,5830,45,2,42736.78,21.86
17463,5830,605,1,59069.54,8.69
17464,5830,802,1,119952.54,11.82
17465,5830,241,2,139410.38,7.9
17466,5830,210,3,67329.85,7.53
17467,5831,929,2,96436.31,21.15
17468,5831,229,1,8919.86,3.23
17469,5831,634,2,120614.76,11.87
17470,5831,507,1,13992.58,20.09
17471,5831,53,3,24669.59,3.36
17472,5832,212,2,105734.27,10.26
17473,5832,595,4,43094.6,9.18
17474,5833,226,4,65690.29,11.11
17475,5833,943,2,144911.74,5.99
17476,5833,398,3,53238.44,4.04
17477,5833,257,1,14533.18,23.76
17478,5833,90,1,51947.56,21.34
17479,5834,421,1,46119.44,7.0
17480,5834,544,1,31136.7,7.8
17481,5835,183,1,21384.62,5.35
17482,5835,904,3,63492.01,4.73
17483,5835,472,3,19237.68,0.24
17484,5835,614,1,68798.7,21.55
17485,5836,676,1,90817.48,22.55
17486,5837,674,4,98507.25,14.19
17487,5837,152,1,17599.27,23.31
17488,5837,861,4,22171.79,23.95
17489,5837,381,4,55463.82,19.61
17490,5838,354,3,117556.88,24.73
17491,5838,504,2,11151.45,19.19
17492,5839,905,3,112815.49,7.78
17493,5840,418,2,131157.78,22.61
17494,5840,99,2,109514.57,10.8
17495,5840,926,1,132197.68,22.36
17496,5841,433,2,77707.04,4.85
17497,5841,847,4,55390.62,5.71
17498,5841,745,3,5744.07,15.79
17499,5841,890,1,31424.47,7.59
17500,5842,520,2,129821.12,0.27
17501,5842,304,1,149787.27,20.26
17502,5842,278,1,88449.6,15.98
17503,5842,378,4,34428.0,10.23
17504,5842,294,2,75529.17,22.43
17505,5843,940,2,67870.02,9.52
17506,5843,167,2,21349.5,23.59
17507,5843,468,2,117303.92,3.97
17508,5844,241,4,139410.38,23.76
17509,5844,746,1,128493.33,2.87
17510,5844,199,1,101657.15,18.01
17511,5844,105,1,27513.85,2.44
17512,5844,721,3,122541.73,13.74
17513,5845,584,3,11331.06,15.79
17514,5845,278,2,88449.6,11.69
17515,5845,317,1,89303.71,8.81
17516,5846,573,1,749.73,17.93
17517,5846,38,4,16396.14,2.12
17518,5846,623,3,78481.42,24.22
17519,5847,774,2,133974.38,5.19
17520,5848,269,3,62992.5,16.53
17521,5849,869,4,29149.64,5.5
17522,5849,503,1,36283.46,11.1
17523,5849,901,2,126268.42,10.95
17524,5849,146,3,45627.76,17.62
17525,5850,628,4,103633.03,2.11
17526,5850,838,3,128727.77,8.88
17527,5850,997,2,58602.67,24.36
17528,5851,520,2,129821.12,10.91
17529,5851,962,4,75479.84,10.19
17530,5851,472,1,19237.68,9.16
17531,5851,442,4,119589.88,6.55
17532,5851,745,3,5744.07,18.17
17533,5852,809,3,120573.19,20.03
17534,5852,364,3,12136.04,2.19
17535,5852,18,2,39331.04,24.84
17536,5852,464,4,83227.98,0.43
17537,5852,728,1,12186.3,7.52
17538,5853,571,3,143621.68,0.27
17539,5854,606,3,92555.07,22.64
17540,5854,322,1,118155.35,19.04
17541,5854,283,1,50196.05,13.57
17542,5854,309,4,136528.46,20.35
17543,5855,928,3,109528.2,20.22
17544,5855,73,3,42801.25,21.1
17545,5855,253,2,4238.15,20.68
17546,5855,140,2,48313.9,0.58
17547,5855,504,2,11151.45,14.89
17548,5856,529,3,133892.56,23.72
17549,5856,4,1,55491.53,24.77
17550,5856,163,4,99152.48,1.08
17551,5856,444,3,97586.38,19.66
17552,5857,350,4,117442.77,10.55
17553,5857,950,4,110362.23,16.42
17554,5857,751,1,115455.14,0.72
17555,5857,42,4,14877.47,14.03
17556,5858,223,4,50264.28,3.49
17557,5858,262,3,145585.08,4.54
17558,5859,690,4,120808.19,8.89
17559,5859,355,1,115632.58,9.15
17560,5859,234,2,5891.41,3.38
17561,5859,97,2,122555.2,3.31
17562,5860,363,2,92106.99,3.16
17563,5861,239,3,91700.59,13.4
17564,5861,578,1,143988.7,14.75
17565,5861,591,3,50325.89,3.63
17566,5862,142,4,130839.39,1.59
17567,5862,979,2,32989.44,6.14
17568,5863,661,1,129131.91,20.76
17569,5863,939,1,142089.0,13.47
17570,5864,815,1,135918.76,23.46
17571,5865,993,1,106770.95,9.75
17572,5865,899,1,133423.51,19.6
17573,5865,998,3,125624.6,1.81
17574,5865,101,3,96919.42,4.04
17575,5866,82,1,79016.4,2.91
17576,5866,332,2,149204.2,1.13
17577,5866,695,1,121394.85,20.86
17578,5867,93,4,72167.91,2.05
17579,5867,420,1,132754.44,11.75
17580,5868,29,2,116018.59,14.2
17581,5869,709,1,86031.17,2.26
17582,5869,347,3,123082.65,1.99
17583,5869,370,2,29623.81,13.53
17584,5869,929,1,96436.31,21.04
17585,5869,876,1,16263.42,16.99
17586,5870,347,1,123082.65,12.52
17587,5870,438,1,69357.98,17.17
17588,5870,339,2,90044.23,4.26
17589,5871,755,1,52854.34,9.66
17590,5871,55,4,62587.64,7.07
17591,5872,905,2,112815.49,23.61
17592,5872,321,2,62230.81,19.03
17593,5872,659,2,62531.87,11.98
17594,5872,688,4,98804.85,18.5
17595,5872,91,1,60782.6,6.66
17596,5873,382,1,46671.51,21.97
17597,5873,363,3,92106.99,23.16
17598,5873,607,4,143665.86,24.52
17599,5873,314,3,60489.09,22.77
17600,5873,778,4,116968.8,18.89
17601,5874,71,4,5358.26,3.0
17602,5874,574,1,131779.55,6.18
17603,5874,997,3,58602.67,11.44
17604,5875,519,3,62156.69,16.15
17605,5876,4,2,55491.53,1.99
17606,5876,939,4,142089.0,20.92
17607,5876,828,2,126372.09,23.59
17608,5877,957,3,88788.06,9.89
17609,5877,414,2,105775.15,13.77
17610,5877,424,4,38292.83,8.23
17611,5877,759,4,144964.12,15.94
17612,5878,482,4,14756.83,14.68
17613,5878,472,1,19237.68,3.58
17614,5878,145,1,112466.96,20.29
17615,5879,708,3,51685.66,11.02
17616,5880,213,2,76401.95,9.35
17617,5881,821,3,69219.22,14.62
17618,5881,666,1,140851.23,13.32
17619,5881,277,1,99788.14,4.92
17620,5881,171,3,105183.67,1.17
17621,5881,732,1,39186.31,20.21
17622,5882,469,2,55838.06,9.39
17623,5882,718,4,8180.08,6.12
17624,5882,411,1,39469.42,9.98
17625,5882,913,2,54970.46,16.86
17626,5883,233,3,100080.52,0.71
17627,5883,67,3,56063.79,6.39
17628,5883,353,2,38935.85,17.65
17629,5883,69,4,119957.02,7.83
17630,5884,863,2,108614.84,0.26
17631,5884,201,3,37916.8,4.96
17632,5884,924,4,13902.79,21.45
17633,5884,233,2,100080.52,15.56
17634,5884,490,1,56115.41,10.07
17635,5885,346,2,118439.93,16.67
17636,5885,684,3,40203.29,12.51
17637,5886,791,3,79876.42,0.89
17638,5886,863,4,108614.84,20.81
17639,5886,170,4,2862.1,3.48
17640,5886,654,3,102422.64,24.28
17641,5887,200,4,42971.03,17.54
17642,5887,907,3,93654.19,8.37
17643,5887,149,2,12672.38,7.84
17644,5888,183,4,21384.62,5.16
17645,5888,216,4,54359.83,24.09
17646,5889,878,1,129688.58,12.62
17647,5889,378,2,34428.0,7.83
17648,5889,86,1,94148.72,2.23
17649,5890,691,1,142101.03,16.53
17650,5890,759,4,144964.12,17.04
17651,5890,597,2,99325.27,24.54
17652,5890,267,4,65818.88,0.51
17653,5891,450,3,68719.5,10.36
17654,5891,706,1,144352.59,21.78
17655,5892,674,2,98507.25,4.24
17656,5892,36,2,13175.72,23.55
17657,5892,66,4,132408.75,14.92
17658,5893,563,2,145001.88,2.42
17659,5893,101,2,96919.42,1.83
17660,5893,393,1,67777.29,21.53
17661,5893,935,3,27227.84,12.05
17662,5894,727,2,137986.96,22.43
17663,5894,792,4,41584.22,13.17
17664,5894,518,4,34282.4,10.85
17665,5895,768,2,136137.48,17.96
17666,5895,339,1,90044.23,24.8
17667,5895,343,4,149796.41,12.8
17668,5895,896,1,57399.94,5.54
17669,5895,338,1,77345.77,22.04
17670,5896,662,2,18163.95,1.82
17671,5896,845,3,48368.1,9.55
17672,5897,924,2,13902.79,1.49
17673,5897,233,3,100080.52,12.48
17674,5897,103,1,138891.51,22.41
17675,5897,192,3,124216.82,16.76
17676,5897,799,1,98630.59,4.55
17677,5898,324,4,82023.48,19.82
17678,5898,774,4,133974.38,23.3
17679,5898,644,1,86717.97,7.02
17680,5899,231,4,94137.6,2.34
17681,5899,687,2,96028.66,3.9
17682,5899,235,2,87959.02,2.09
17683,5900,240,3,97093.63,2.04
17684,5900,342,3,27085.45,20.63
17685,5901,88,2,78082.71,2.99
17686,5901,878,2,129688.58,21.85
17687,5902,176,4,74634.74,14.29
17688,5902,949,1,104258.41,17.42
17689,5902,702,4,108345.33,18.11
17690,5902,624,3,103053.4,18.33
17691,5903,136,1,119864.2,3.94
17692,5904,602,4,1141.1,14.58
17693,5904,425,1,129318.63,6.58
17694,5904,221,4,67188.93,16.01
17695,5905,731,2,110946.92,1.09
17696,5905,436,3,2530.95,6.8
17697,5905,401,4,49544.01,2.63
17698,5905,874,3,22512.74,0.02
17699,5906,844,1,20861.77,1.32
17700,5906,502,4,24389.39,18.7
17701,5906,594,2,38489.05,4.35
17702,5906,620,2,28600.06,16.53
17703,5907,778,2,116968.8,9.43
17704,5908,943,2,144911.74,23.93
17705,5908,429,3,35968.59,20.67
17706,5909,771,3,124515.81,11.25
17707,5909,107,2,132269.34,18.24
17708,5909,166,3,118538.6,23.83
17709,5909,716,4,36167.72,5.19
17710,5910,591,4,50325.89,4.5
17711,5911,820,1,20038.19,4.04
17712,5911,401,3,49544.01,13.94
17713,5911,255,4,16121.97,2.53
17714,5911,760,4,136458.83,1.73
17715,5911,620,4,28600.06,14.53
17716,5912,937,2,57976.02,11.47
17717,5912,753,3,74308.26,21.61
17718,5912,290,1,66758.78,11.69
17719,5912,464,4,83227.98,4.87
17720,5913,413,3,71424.18,15.25
17721,5913,862,3,75225.49,8.0
17722,5913,858,3,41585.46,3.09
17723,5913,969,2,64242.66,23.13
17724,5914,307,4,6855.49,19.8
17725,5914,264,3,67858.31,12.13
17726,5914,176,4,74634.74,15.67
17727,5914,440,1,107315.43,10.76
17728,5914,576,3,143325.14,14.63
17729,5915,628,3,103633.03,14.01
17730,5915,112,3,118465.95,2.34
17731,5915,937,4,57976.02,15.98
17732,5915,852,3,62267.94,12.78
17733,5916,777,1,138479.52,19.5
17734,5916,701,3,88147.93,23.69
17735,5917,375,4,11698.11,16.33
17736,5917,82,1,79016.4,2.31
17737,5917,126,2,20999.82,23.67
17738,5917,152,4,17599.27,4.44
17739,5917,129,2,82332.53,5.95
17740,5918,871,3,128913.78,4.44
17741,5918,217,2,73957.36,20.53
17742,5919,841,4,146265.21,6.44
17743,5919,999,1,119253.49,12.35
17744,5919,969,2,64242.66,6.62
17745,5920,422,4,86942.64,2.4
17746,5920,531,3,50808.05,14.93
17747,5921,303,3,53854.74,12.63
